PAY_YEAR,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY,EMPLOYEE_NO
2023,87,ZOO,4305-0,SENIOR ANIMAL KEEPER,FULL_TIME,ACTIVE,19545.6,624.72,525.74,20696.06,5797.22,2672.11,FEMALE,CAUCASIAN,192770
2023,76,PUBLIC WORKS - CONTRACT ADMINISTRATION,7291-0,CONSTRUCTION INSPECTOR,FULL_TIME,ACTIVE,27509.24,0,1667.4,29176.64,8159.24,6579.72,MALE,OTHER,192771
2023,38,FIRE,2112-1,FIREFIGHTER I,FULL_TIME,NOT_ACTIVE,17817.6,3341.56,306,21465.16,5284.7,2950.5,MALE,BLACK,192772
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,NOT_ACTIVE,19130.68,1330.2,5304.04,25764.92,8962.72,1991.12,FEMALE,HISPANIC,192773
2023,70,POLICE,2227-1,POLICE SERGEANT I,FULL_TIME,ACTIVE,14752.8,1936.31,570,17259.11,6911.69,1493.34,FEMALE,HISPANIC,192774
2023,86,PUBLIC WORKS - STREET SERVICES,4150-1,STREET SERVICES WORKER I,FULL_TIME,ACTIVE,14496.79,5299.81,1794,21590.6,4299.75,5009.48,MALE,HISPANIC,192775
2023,38,FIRE,2112-1,FIREFIGHTER I,FULL_TIME,ACTIVE,8973.6,1289.96,153,10416.56,2661.57,535.75,MALE,NA,192776
2023,88,RECREATION AND PARKS,1535-2,ADMINISTRATIVE INTERN II,PART_TIME,ACTIVE,8310.56,0,0,8310.56,0,0,FEMALE,OTHER,192777
2023,28,COUNCIL,0181-0,COUNCIL AIDE II,FULL_TIME,ACTIVE,11919.65,0,0,11919.65,3535.37,5009.48,MALE,BLACK,192778
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,6096.09,0,148.25,6244.34,0,2581.67,FEMALE,BLACK,192779
2023,4,AIRPORTS,3156-A,CUSTODIAN - AIRPORTS,FULL_TIME,ACTIVE,14716.8,0,729.32,15446.12,4365,6579.72,MALE,HISPANIC,192780
2023,70,POLICE,2207-3,POLICE SERVICE REPRESENTATIVE III,FULL_TIME,ACTIVE,20642.64,0,175,20817.64,6122.61,1898.33,FEMALE,BLACK,192781
2023,74,PUBLIC WORKS - BOARD OF PUBLIC WORKS,9171-1,SENIOR MANAGEMENT ANALYST I,FULL_TIME,ACTIVE,37014.1,0,2417.7,39431.8,10978.38,6579.72,MALE,FILIPINO,192782
2023,82,PUBLIC WORKS - SANITATION,4123-1,WASTEWATER TREATMENT OPERATOR I,FULL_TIME,ACTIVE,30107.14,11612.76,710,42429.9,8929.78,185.5,MALE,HISPANIC,192783
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,26306.55,19025.42,0,45331.97,12324.62,5134.78,MALE,HISPANIC,192784
2023,28,COUNCIL,0183-0,COUNCIL AIDE IV,FULL_TIME,ACTIVE,23751.78,0,0,23751.78,7044.78,5501.37,MALE,ASIAN,192785
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,38822.2,7282.58,413,46517.78,18188.2,5872.37,MALE,CAUCASIAN,192786
2023,88,RECREATION AND PARKS,3142-0,ASSISTANT GARDENER,FULL_TIME,ACTIVE,12019.8,0,200,12219.8,3565.07,6579.72,MALE,OTHER,192787
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,41325.65,12066.3,2030,55421.95,19361.07,5629.05,MALE,CAUCASIAN,192788
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,36818.24,10215.18,357,47390.42,17249.35,6222.37,MALE,HISPANIC,192789
2023,4,AIRPORTS,3493-0,TILE SETTER,FULL_TIME,ACTIVE,27863.79,0,513.56,28377.35,8264.4,5501.37,MALE,HISPANIC,192790
2023,4,AIRPORTS,3225-2,AIRPORT POLICE OFFICER II,FULL_TIME,ACTIVE,26254.74,417.13,1105.09,27776.96,12300.35,6579.72,MALE,ASIAN,192791
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,26306.44,9623.92,2142,38072.36,12324.57,4870.81,MALE,HISPANIC,192792
2023,78,PUBLIC WORKS - ENGINEERING,7926-1,ARCHITECTURAL ASSOCIATE I,FULL_TIME,ACTIVE,23606.4,0,0,23606.4,7001.66,2550.17,MALE,HISPANIC,192793
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,30948.58,7056.18,224,38228.76,14499.41,6222.37,MALE,HISPANIC,192794
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,NOT_ACTIVE,2604.56,0,100,2704.56,0,0,MALE,HISPANIC,192795
2023,88,RECREATION AND PARKS,1966-A,PARK RANGER,FULL_TIME,ACTIVE,17197.6,0,0,17197.6,5100.81,1457.24,MALE,BLACK,192796
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,33165.09,2101.66,0,35266.75,9836.77,5629.05,MALE,HISPANIC,192797
2023,26,CONTROLLER,1625-2,INTERNAL AUDITOR II,FULL_TIME,ACTIVE,30914.02,0,0,30914.02,9169.1,2644.81,FEMALE,HISPANIC,192798
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,30659.65,3529.94,0,34189.59,14364.05,2640.68,FEMALE,HISPANIC,192799
2023,70,POLICE,2236-2,CRIME AND INTELLIGENCE ANALYST II,FULL_TIME,ACTIVE,30085.07,0,0,30085.07,8923.23,6579.72,FEMALE,HISPANIC,192800
2023,44,LIBRARY,6153-0,SENIOR LIBRARIAN,FULL_TIME,ACTIVE,29121.6,0,2657.54,31779.14,8637.47,2644.81,FEMALE,BLACK,192801
2023,4,AIRPORTS,3686-0,COMMUNICATIONS ELECTRICIAN,FULL_TIME,ACTIVE,12163.2,304.08,66.9,12534.18,3607.61,0,MALE,CAUCASIAN,192802
2023,88,RECREATION AND PARKS,2420-1,OPEN WATER LIFEGUARD I,PART_TIME,ACTIVE,4917.57,0,4,4921.57,0,2550.17,MALE,HISPANIC,192803
2023,44,LIBRARY,1358-0,ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,18505.92,0,0,18505.92,5488.86,2272.97,MALE,CAUCASIAN,192804
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,NOT_ACTIVE,37058.54,5277.22,7133.48,49469.24,17361.93,2640.68,MALE,BLACK,192805
2023,64,PENSION,1525-1,PRINCIPAL ACCOUNTANT I,FULL_TIME,ACTIVE,25328.94,1617.81,0,26946.75,7512.56,5596.01,FEMALE,ASIAN,192806
2023,78,PUBLIC WORKS - ENGINEERING,7237-0,CIVIL ENGINEER,FULL_TIME,ACTIVE,39661.6,0,0,39661.6,11763.63,6579.72,MALE,HISPANIC,192807
2023,82,PUBLIC WORKS - SANITATION,4110-2,WASTEWATER COLLECTION WORKER II,FULL_TIME,ACTIVE,23814.4,341.56,695.98,24851.94,7063.35,6579.72,MALE,HISPANIC,192808
2023,12,CITY ATTORNEY,0582-0,LEGAL SECRETARY III,FULL_TIME,ACTIVE,24236,0,0,24236,7188.4,5656.42,FEMALE,HISPANIC,192809
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,31456.74,21472.56,717,53646.3,14737.48,5456.15,MALE,CAUCASIAN,192810
2023,76,PUBLIC WORKS - CONTRACT ADMINISTRATION,7297-0,PRINCIPAL CONSTRUCTION INSPECTOR,FULL_TIME,ACTIVE,39797.55,0,56,39853.55,11803.95,5596.01,MALE,CAUCASIAN,192811
2023,16,CITY EMPLOYEES RETIREMENT SYSTEM,9150-0,GENERAL MANAGER LACERS,FULL_TIME,ACTIVE,119150.06,0,1750,120900.06,35339.91,5104.12,MALE,CAUCASIAN,192812
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,836.88,0,0,836.88,0,0,UNKNOWN,NA,192813
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,37951.2,17377.23,357,55685.43,17780.14,6222.37,MALE,BLACK,192814
2023,46,MAYOR,0146-0,MAYORAL AIDE VI,FULL_TIME,ACTIVE,31332.58,0,0,31332.58,9293.24,5596.01,FEMALE,HISPANIC,192815
2023,82,PUBLIC WORKS - SANITATION,3580-2,REFUSE COLLECTION TRUCK OPERATOR II,FULL_TIME,ACTIVE,21626.4,9822.18,481,31929.58,6414.39,5009.48,MALE,BLACK,192816
2023,8,BUILDING AND SAFETY,1358-0,ADMINISTRATIVE CLERK,PART_TIME,ACTIVE,8121.46,0,0,8121.46,0,0,FEMALE,HISPANIC,192817
2023,88,RECREATION AND PARKS,2409-0,SEASONAL POOL MANAGER I,PART_TIME,ACTIVE,3791.55,0,0,3791.55,0,2209.83,FEMALE,HISPANIC,192818
2023,38,FIRE,2131-0,ENGINEER OF FIRE DEPARTMENT,FULL_TIME,ACTIVE,37760.8,15869.14,357,53986.94,17690.93,6222.37,MALE,HISPANIC,192819
2023,88,RECREATION AND PARKS,2490-2,CHILD CARE ASSOCIATE II,FULL_TIME,ACTIVE,12800,0,0,12800,3796.48,4434.38,MALE,HISPANIC,192820
2023,88,RECREATION AND PARKS,2418-1,ASSISTANT PARK SERVICES ATTENDANT I,PART_TIME,ACTIVE,3200.65,350.75,0,3551.4,0,2550.17,FEMALE,CAUCASIAN,192821
2023,70,POLICE,1358-0,ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,16672,0,0,16672,4944.92,2644.81,FEMALE,BLACK,192822
2023,70,POLICE,2223-2,POLICE DETECTIVE II,FULL_TIME,ACTIVE,39141.75,3785.1,2154.25,45081.1,18337.91,6222.37,MALE,HISPANIC,192823
2023,40,GENERAL SERVICES,3742-0,HELICOPTER MECHANIC,FULL_TIME,ACTIVE,30664.22,0,420,31084.22,9095.01,6579.72,MALE,CAUCASIAN,192824
2023,86,PUBLIC WORKS - STREET SERVICES,3117-1,TREE SURGEON SUPERVISOR I,FULL_TIME,ACTIVE,31453.83,1139.45,2369.87,34963.15,9329.21,5501.37,MALE,BLACK,192825
2023,78,PUBLIC WORKS - ENGINEERING,7246-1,CIVIL ENGINEERING ASSOCIATE I,FULL_TIME,NOT_ACTIVE,7544,0,400,7944,2237.55,1598.86,FEMALE,HISPANIC,192826
2023,78,PUBLIC WORKS - ENGINEERING,7246-2,CIVIL ENGINEERING ASSOCIATE II,FULL_TIME,ACTIVE,22141.6,0,1144.27,23285.87,6567.2,3997.15,FEMALE,HISPANIC,192827
2023,70,POLICE,2223-2,POLICE DETECTIVE II,FULL_TIME,ACTIVE,37732.46,0,15836.05,53568.51,10143.62,5629.05,MALE,HISPANIC,192828
2023,70,POLICE,3215-0,PRINCIPAL DETENTION OFFICER,FULL_TIME,ACTIVE,35333.29,0,515,35848.29,10479.85,6579.72,MALE,FILIPINO,192829
2023,82,PUBLIC WORKS - SANITATION,3580-2,REFUSE COLLECTION TRUCK OPERATOR II,FULL_TIME,ACTIVE,24751.16,2603.11,557.37,27911.64,7341.19,6579.72,MALE,HISPANIC,192830
2023,88,RECREATION AND PARKS,1535-1,ADMINISTRATIVE INTERN I,PART_TIME,ACTIVE,6417.22,0,0,6417.22,0,0,FEMALE,OTHER,192831
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,37535.84,24402.01,717,62654.85,17585.54,6222.37,MALE,HISPANIC,192832
2023,70,POLICE,2227-1,POLICE SERGEANT I,FULL_TIME,ACTIVE,38495.62,2969.7,2030,43495.32,18035.2,6222.37,MALE,HISPANIC,192833
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,34964.12,1826.05,0,36790.17,16380.69,5629.05,MALE,CAUCASIAN,192834
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,ACTIVE,12572.95,0,2086,14658.95,5890.43,6222.37,MALE,CAUCASIAN,192835
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,35804.46,1930.2,1554,39288.66,16774.39,5831.24,FEMALE,HISPANIC,192836
2023,44,LIBRARY,6152-2,LIBRARIAN II,PART_TIME,ACTIVE,191.44,0,0,191.44,0,0,FEMALE,ASIAN,192837
2023,70,POLICE,2223-3,POLICE DETECTIVE III,FULL_TIME,ACTIVE,43620.66,18115.86,3665.9,65402.42,20436.28,6222.37,MALE,CAUCASIAN,192838
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,36818.24,13699.61,537,51054.85,17249.35,6222.37,MALE,CAUCASIAN,192839
2023,88,RECREATION AND PARKS,2435-0,RECREATION AIDE,PART_TIME,ACTIVE,1162.9,0,0,1162.9,0,0,UNKNOWN,NA,192840
2023,70,POLICE,2227-1,POLICE SERGEANT I,FULL_TIME,NOT_ACTIVE,22365.5,4088.74,7470.4,33924.64,10478.24,3216.6,MALE,BLACK,192841
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,18336,3330.44,570,22236.44,8590.42,2412.45,MALE,BLACK,192842
2023,84,PUBLIC WORKS - STREET LIGHTING,1501-0,STUDENT WORKER,PART_TIME,ACTIVE,3848.72,0,0,3848.72,0,0,MALE,HISPANIC,192843
2023,68,CITY PLANNING,9445-0,DIRECTOR OF PLANNING,FULL_TIME,ACTIVE,81530.66,0,1750,83280.66,24181.99,6579.72,MALE,CAUCASIAN,192844
2023,82,PUBLIC WORKS - SANITATION,3580-2,REFUSE COLLECTION TRUCK OPERATOR II,FULL_TIME,ACTIVE,21626.4,2814.42,445,24885.82,6414.39,6579.72,MALE,BLACK,192845
2023,44,LIBRARY,6152-3,LIBRARIAN III,FULL_TIME,ACTIVE,29913.6,0,6.56,29920.16,8872.37,4910.43,FEMALE,CAUCASIAN,192846
2023,82,PUBLIC WORKS - SANITATION,3141-0,GARDENER CARETAKER,FULL_TIME,ACTIVE,18944.17,0,445,19389.17,5618.84,2644.81,MALE,HISPANIC,192847
2023,87,ZOO,2412-2,PARK SERVICES ATTENDANT II,FULL_TIME,ACTIVE,17489.6,2795.4,225,20510,5187.42,2644.81,MALE,CAUCASIAN,192848
2023,70,POLICE,2223-3,POLICE DETECTIVE III,FULL_TIME,ACTIVE,43621.03,28551.11,9620.4,81792.54,20436.45,6222.37,MALE,CAUCASIAN,192849
2023,78,PUBLIC WORKS - ENGINEERING,7237-0,CIVIL ENGINEER,FULL_TIME,ACTIVE,39661.6,1325.16,1550,42536.76,11763.63,6485.08,MALE,ASIAN,192850
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,30837.6,16006.41,357,47201.01,14447.42,3442.25,MALE,HISPANIC,192851
2023,4,AIRPORTS,1368-0,SENIOR ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,20533.6,27.62,1408.37,21969.59,6090.27,2644.81,FEMALE,BLACK,192852
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,29019.8,4801.35,357,34178.15,13595.78,3442.25,MALE,HISPANIC,192853
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,17979.64,0,1386,19365.64,8423.46,3875.59,FEMALE,HISPANIC,192854
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,38628.68,14900.26,7952.79,61481.73,18097.54,3484.46,MALE,HISPANIC,192855
2023,70,POLICE,2207-3,POLICE SERVICE REPRESENTATIVE III,FULL_TIME,NOT_ACTIVE,4264.18,0,35,4299.18,1264.76,926.44,MALE,ASIAN,192856
2023,70,POLICE,2209-1,SENIOR POLICE SERVICE REPRESENTATIVE I,FULL_TIME,ACTIVE,29106.42,0,1500,30606.42,8632.96,5558.64,MALE,ASIAN,192857
2023,82,PUBLIC WORKS - SANITATION,7874-0,SENIOR ENVIRONMENTAL ENGINEER,FULL_TIME,ACTIVE,37325.13,0,1550,38875.13,11070.63,5647.79,FEMALE,FILIPINO,192858
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,195.9,0,0,195.9,0,0,FEMALE,OTHER,192859
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,4964.47,0,0,4964.47,0,0,MALE,HISPANIC,192860
2023,86,PUBLIC WORKS - STREET SERVICES,3525-0,EQUIPMENT OPERATOR,FULL_TIME,ACTIVE,29949.43,13011.47,2692.25,45653.15,8883,5501.37,MALE,BLACK,192861
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,33321.2,1831.15,1330,36482.35,15610.98,2640.68,MALE,CAUCASIAN,192862
2023,76,PUBLIC WORKS - CONTRACT ADMINISTRATION,7296-0,CHIEF CONSTRUCTION INSPECTOR,FULL_TIME,ACTIVE,50235.2,0,4323.84,54559.04,14899.76,2644.81,FEMALE,HISPANIC,192863
2023,76,PUBLIC WORKS - CONTRACT ADMINISTRATION,7291-0,CONSTRUCTION INSPECTOR,FULL_TIME,ACTIVE,34878.76,0,951.95,35830.71,10345.04,6579.72,MALE,CAUCASIAN,192864
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,38567.15,35541.21,2674,76782.36,18068.71,6222.37,MALE,ASIAN,192865
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5728.97,0,0,5728.97,0,2581.67,FEMALE,CAUCASIAN,192866
2023,70,POLICE,2234-2,CRIMINALIST II,FULL_TIME,ACTIVE,30479.1,0,374.5,30853.6,9040.1,90.86,MALE,ASIAN,192867
2023,86,PUBLIC WORKS - STREET SERVICES,3151-0,TREE SURGEON ASSISTANT,FULL_TIME,ACTIVE,11338.4,3254.28,200,14792.68,3362.97,0,MALE,HISPANIC,192868
2023,42,HARBOR,3556-0,PILE DRIVER SUPERVISOR,FULL_TIME,ACTIVE,31380,2067.93,4087.79,37535.72,9307.31,6485.08,MALE,HISPANIC,192869
2023,88,RECREATION AND PARKS,2409-0,SEASONAL POOL MANAGER I,PART_TIME,ACTIVE,3538.58,0,0,3538.58,0,2190.45,FEMALE,HISPANIC,192870
2023,12,CITY ATTORNEY,0596-0,DEPUTY CITY ATTORNEY III,FULL_TIME,ACTIVE,59729.18,0,0,59729.18,17715.67,6579.72,FEMALE,CAUCASIAN,192871
2023,88,RECREATION AND PARKS,2420-1,OPEN WATER LIFEGUARD I,PART_TIME,ACTIVE,4442.18,0,0,4442.18,0,0,MALE,HISPANIC,192872
2023,70,POLICE,3212-0,SENIOR DETENTION OFFICER,FULL_TIME,ACTIVE,26966.36,0,515,27481.36,7998.22,6485.08,MALE,ASIAN,192873
2023,38,FIRE,2142-1,FIRE CAPTAIN I,FULL_TIME,ACTIVE,42767.81,11197.45,357,54322.26,20036.72,6222.37,MALE,HISPANIC,192874
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,6827.91,0,174.75,7002.66,0,0,FEMALE,HISPANIC,192875
2023,38,FIRE,2142-1,FIRE CAPTAIN I,FULL_TIME,ACTIVE,41540.02,20548.17,357,62445.19,19461.5,5872.37,MALE,BLACK,192876
2023,4,AIRPORTS,0845-1,AIRPORT GUIDE I,PART_TIME,ACTIVE,11079.59,0,420,11499.59,0,122.36,FEMALE,ASIAN,192877
2023,88,RECREATION AND PARKS,3141-0,GARDENER CARETAKER,FULL_TIME,ACTIVE,17577.6,0,1334.72,18912.32,5213.52,6579.72,MALE,CAUCASIAN,192878
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,32959.83,2639.04,1330,36928.87,15441.68,5629.05,MALE,CAUCASIAN,192879
2023,14,CITY CLERK,0730-0,ELECTION ASSISTANT III,PART_TIME,ACTIVE,4032,378,0,4410,0,0,MALE,BLACK,192880
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,ACTIVE,37469.7,10136.87,3374,50980.57,17554.55,6222.37,MALE,BLACK,192881
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,ACTIVE,4204.25,0,164,4368.25,0,0,MALE,OTHER,192882
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,28862.15,736.06,1330,30928.21,13521.92,6222.37,MALE,CAUCASIAN,192883
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,23792.8,7693.23,717,32203.03,11146.93,3442.25,MALE,PACIFIC ISLANDER,192884
2023,32,INFORMATION TECHNOLOGY AGENCY,1455-3,SYSTEMS PROGRAMMER III,FULL_TIME,ACTIVE,44739.1,0,4431.56,49170.66,13269.62,4910.43,MALE,ASIAN,192885
2023,82,PUBLIC WORKS - SANITATION,1597-1,SENIOR SYSTEMS ANALYST I,FULL_TIME,ACTIVE,31073.02,0,4135,35208.02,9216.26,153.37,MALE,HISPANIC,192886
2023,88,RECREATION AND PARKS,3113-G,VOCATIONAL WORKER GARDENER CARETAKER,FULL_TIME,ACTIVE,11704,999.96,200,12903.96,3471.41,2644.81,MALE,OTHER,192887
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,42428.65,0,8809.79,51238.44,19877.82,6222.37,MALE,ASIAN,192888
2023,21,COMMUNITY INVESTMENT FOR FAMILIES DEPARTMENT,1537-0,PROJECT COORDINATOR,FULL_TIME,ACTIVE,20350.35,0,1400,21750.35,6035.91,2644.81,FEMALE,HISPANIC,192889
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,ACTIVE,37058.29,29579.5,0,66637.79,17361.81,2712.43,MALE,HISPANIC,192890
2023,70,POLICE,2214-C,POLICE OFFICER I,FULL_TIME,NOT_ACTIVE,9083.12,0,24,9107.12,4255.44,2666.73,FEMALE,HISPANIC,192891
2023,12,CITY ATTORNEY,0586-0,LEGAL CLERK II,FULL_TIME,ACTIVE,15110.4,0,0,15110.4,4481.74,6579.72,FEMALE,HISPANIC,192892
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,31293.34,13262.19,537,45092.53,14660.93,3442.25,MALE,BLACK,192893
2023,4,AIRPORTS,3225-2,AIRPORT POLICE OFFICER II,FULL_TIME,ACTIVE,27510.77,776.3,1313.55,29600.62,8159.69,4319.63,MALE,ASIAN,192894
2023,42,HARBOR,9171-1,SENIOR MANAGEMENT ANALYST I,FULL_TIME,ACTIVE,37014.1,0,0,37014.1,10978.38,6579.72,FEMALE,CAUCASIAN,192895
2023,68,CITY PLANNING,7941-0,CITY PLANNING ASSOCIATE,FULL_TIME,ACTIVE,25721.96,0,0,25721.96,7629.13,2644.81,FEMALE,OTHER,192896
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,28065.6,11310.73,537,39913.33,13148.73,3442.25,FEMALE,BLACK,192897
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,31751.12,2040.11,2030,35821.23,14875.4,5629.05,MALE,CAUCASIAN,192898
2023,78,PUBLIC WORKS - ENGINEERING,7228-0,FIELD ENGINEERING AIDE,FULL_TIME,ACTIVE,23738.62,0,56,23794.62,7040.87,5104.12,FEMALE,BLACK,192899
2023,78,PUBLIC WORKS - ENGINEERING,7237-0,CIVIL ENGINEER,FULL_TIME,ACTIVE,39661.6,0,2118.96,41780.56,11763.63,6579.72,MALE,ASIAN,192900
2023,4,AIRPORTS,9184-0,MANAGEMENT ANALYST,FULL_TIME,ACTIVE,21143,0,0,21143,6271.01,2550.17,MALE,NA,192901
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,38786.4,4181.4,797,43764.8,18171.43,6222.37,MALE,CAUCASIAN,192902
2023,6,ANIMAL SERVICES,4310-0,ANIMAL CARE TECHNICIAN,FULL_TIME,ACTIVE,18382.41,1541.12,824.42,20747.95,5452.22,5596.01,MALE,HISPANIC,192903
2023,43,LOS ANGELES HOUSING,1508-0,MANAGEMENT AIDE,FULL_TIME,ACTIVE,21368.8,0,0,21368.8,6337.99,5596.01,FEMALE,ASIAN,192904
2023,14,CITY CLERK,1523-1,SENIOR ACCOUNTANT I,FULL_TIME,ACTIVE,28161.87,16973.2,0,45135.07,8352.81,6579.72,MALE,FILIPINO,192905
2023,87,ZOO,4304-0,ANIMAL KEEPER,FULL_TIME,ACTIVE,18207.2,0,497.98,18705.18,5400.26,2644.81,FEMALE,CAUCASIAN,192906
2023,86,PUBLIC WORKS - STREET SERVICES,4283-0,STREET SERVICES INVESTIGATOR,FULL_TIME,ACTIVE,21997.07,0,2870,24867.07,6524.33,2644.81,FEMALE,BLACK,192907
2023,88,RECREATION AND PARKS,1358-0,ADMINISTRATIVE CLERK,PART_TIME,ACTIVE,6561.52,0,0,6561.52,0,2550.17,FEMALE,OTHER,192908
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,38786.4,28364.96,537,67688.36,18171.43,6222.37,MALE,CAUCASIAN,192909
2023,46,MAYOR,0408-0,DEPUTY MAYOR,FULL_TIME,ACTIVE,18061.12,0,16,18077.12,5356.93,939.96,FEMALE,CAUCASIAN,192910
2023,88,RECREATION AND PARKS,2418-1,ASSISTANT PARK SERVICES ATTENDANT I,PART_TIME,ACTIVE,4567.5,0,0,4567.5,0,2581.67,MALE,ASIAN,192911
2023,4,AIRPORTS,3225-2,AIRPORT POLICE OFFICER II,FULL_TIME,ACTIVE,23753.57,1635.05,996.75,26385.37,11128.55,2550.17,MALE,ASIAN,192912
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,23602.5,12423.52,0,36026.02,11057.77,3484.46,FEMALE,HISPANIC,192913
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,34377.6,19137.77,357,53872.37,16105.91,3442.25,MALE,CAUCASIAN,192914
2023,86,PUBLIC WORKS - STREET SERVICES,3584-0,HEAVY DUTY TRUCK OPERATOR,FULL_TIME,ACTIVE,22934.85,7398.47,1040,31373.32,6802.48,6579.72,MALE,HISPANIC,192915
2023,4,AIRPORTS,3336-3,AIRPORTS MAINTENANCE SUPERVISOR III,FULL_TIME,ACTIVE,31992,602.39,2437.59,35031.98,9488.83,6579.72,MALE,BLACK,192916
2023,70,POLICE,3711-5,EQUIPMENT MECHANIC,FULL_TIME,ACTIVE,26525.61,0,945,27470.61,7867.5,6579.72,MALE,FILIPINO,192917
2023,82,PUBLIC WORKS - SANITATION,4288-0,ASSISTANT ENVIRONMENTAL COMPLIANCE INSPECTOR,FULL_TIME,ACTIVE,15648.8,2185.26,0,17834.06,4641.43,6579.72,MALE,NA,192918
2023,94,TRANSPORTATION,1542-0,PROJECT ASSISTANT,PART_TIME,ACTIVE,9789.16,0,0,9789.16,0,0,FEMALE,HISPANIC,192919
2023,40,GENERAL SERVICES,1121-1,DELIVERY DRIVER I,FULL_TIME,ACTIVE,14508,0,245,14753,4303.07,5009.48,FEMALE,HISPANIC,192920
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,29252.69,8308.88,2086,39647.57,13704.89,2640.68,FEMALE,HISPANIC,192921
2023,46,MAYOR,0147-0,MAYORAL AIDE VII,FULL_TIME,ACTIVE,27737.6,0,0,27737.6,8226.97,3085.45,FEMALE,NA,192922
2023,88,RECREATION AND PARKS,3141-0,GARDENER CARETAKER,FULL_TIME,ACTIVE,12604.72,906.29,200,13711.01,3738.56,5596.01,MALE,OTHER,192923
